OrderNumber,Order_Date,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Selling Price,Unit Cost,Sales,Total Cost,Profit
"SO - 0002971",2017-03-16 00:00:00.000,2017-03-30 00:00:00.000,14,"Distributor","NZD","AXW291",6,13,7,167.5,90.45,1172.5,633.15,539.35
"SO - 0003883",2017-03-16 00:00:00.000,2017-03-19 00:00:00.000,40,"Distributor","NZD","AXW291",76,13,6,1681.7,790.399,10090.2,4742.394,5347.8060000000005
"SO - 0006186",2017-03-16 00:00:00.000,2017-03-31 00:00:00.000,47,"Distributor","NZD","AXW291",49,5,10,1735.3,815.59099999999989,17353,8155.9099999999989,9197.09
"SO - 0001887",2017-03-20 00:00:00.000,2017-03-30 00:00:00.000,19,"Distributor","NZD","AXW291",42,9,9,1775.5,1349.38,15979.5,12144.420000000002,3835.0799999999981
"SO - 0007221",2017-03-29 00:00:00.000,2017-04-04 00:00:00.000,14,"Distributor","NZD","AXW291",33,9,8,2304.8,1129.352,18438.4,9034.816,9403.584
"SO - 0006810",2017-04-02 00:00:00.000,2017-04-05 00:00:00.000,11,"Distributor","NZD","AXW291",66,9,7,5473.9000000000015,2463.255,38317.3,17242.785,21074.515000000003
"SO - 0006945",2017-04-07 00:00:00.000,2017-04-19 00:00:00.000,35,"Distributor","NZD","AXW291",33,5,6,3993.2000000000003,1677.144,23959.2,10062.864,13896.336000000001
"SO - 0006642",2017-04-08 00:00:00.000,2017-04-21 00:00:00.000,27,"Distributor","NZD","AXW291",62,4,7,2505.8,1804.1760000000002,17540.600000000002,12629.232000000002,4911.368
"SO - 0005517",2017-04-10 00:00:00.000,2017-04-20 00:00:00.000,11,"Distributor","NZD","AXW291",40,5,12,1058.6000000000001,635.16000000000008,12703.2,7621.920000000001,5081.28
"SO - 0002012",2017-04-12 00:00:00.000,2017-04-28 00:00:00.000,35,"Distributor","NZD","AXW291",88,5,11,5319.8,3298.2760000000003,58517.8,36281.036,22236.764000000003
"SO - 0004523",2017-04-17 00:00:00.000,2017-04-21 00:00:00.000,29,"Distributor","NZD","AXW291",46,5,10,227.8,104.78800000000001,2278,1047.88,1230.12
"SO - 0001023",2017-04-18 00:00:00.000,2017-04-21 00:00:00.000,13,"Distributor","NZD","AXW291",3,5,5,214.4,130.784,1072,653.92,418.08000000000004
"SO - 0006949",2017-04-28 00:00:00.000,2017-05-06 00:00:00.000,36,"Distributor","NZD","AXW291",27,13,10,1192.6000000000001,954.08000000000015,11926.000000000002,9540.8000000000011,2385.2000000000007
"SO - 0005054",2017-05-01 00:00:00.000,2017-05-04 00:00:00.000,43,"Distributor","NZD","AXW291",79,5,12,2633.1,1895.8319999999999,31597.199999999997,22749.983999999997,8847.216
"SO - 0005144",2017-05-03 00:00:00.000,2017-05-19 00:00:00.000,4,"Distributor","NZD","AXW291",47,13,11,964.80000000000007,685.008,10612.800000000001,7535.0880000000006,3077.7120000000004
"SO - 000935",2017-05-08 00:00:00.000,2017-05-19 00:00:00.000,8,"Distributor","NZD","AXW291",97,14,6,2546,1120.24,15276,6721.4400000000005,8554.56
"SO - 0007802",2017-05-14 00:00:00.000,2017-06-01 00:00:00.000,2,"Distributor","NZD","AXW291",43,12,11,1963.1000000000001,1668.635,21594.100000000002,18354.985,3239.1150000000016
"SO - 0001129",2017-05-20 00:00:00.000,2017-06-01 00:00:00.000,21,"Distributor","NZD","AXW291",27,9,5,5112.1,3271.744,25560.5,16358.720000000001,9201.7799999999988
"SO - 0006247",2017-05-22 00:00:00.000,2017-06-09 00:00:00.000,30,"Distributor","NZD","AXW291",98,13,7,1675,1323.25,11725,9262.75,2462.25
"SO - 0003063",2017-05-23 00:00:00.000,2017-05-31 00:00:00.000,28,"Distributor","NZD","AXW291",61,5,5,1936.3,1123.0539999999999,9681.5,5615.2699999999995,4066.2300000000005
"SO - 0004949",2017-05-24 00:00:00.000,2017-06-05 00:00:00.000,45,"Distributor","NZD","AXW291",16,13,12,2512.5,1105.5,30150,13266,16884
"SO - 0007371",2017-05-28 00:00:00.000,2017-06-11 00:00:00.000,49,"Distributor","NZD","AXW291",90,12,7,1326.6000000000001,703.09800000000007,9286.2,4921.6860000000006,4364.514
"SO - 0006277",2017-06-02 00:00:00.000,2017-06-20 00:00:00.000,8,"Distributor","NZD","AXW291",69,8,7,1118.9,749.66300000000012,7832.3000000000011,5247.6410000000005,2584.6590000000006
"SO - 0003577",2017-06-06 00:00:00.000,2017-06-13 00:00:00.000,17,"Distributor","NZD","AXW291",10,9,7,817.4,498.614,5721.8,3490.298,2231.5020000000004
"SO - 0006925",2017-06-06 00:00:00.000,2017-06-21 00:00:00.000,29,"Distributor","NZD","AXW291",69,12,9,1279.7,627.053,11517.300000000001,5643.477,5873.8230000000012
"SO - 0004418",2017-06-08 00:00:00.000,2017-06-11 00:00:00.000,8,"Distributor","NZD","AXW291",16,9,5,743.7,468.531,3718.5,2342.655,1375.8449999999998
"SO - 0004468",2017-06-08 00:00:00.000,2017-06-26 00:00:00.000,11,"Distributor","NZD","AXW291",27,13,5,1045.2,512.148,5226,2560.7400000000002,2665.2599999999998
"SO - 000284",2017-06-10 00:00:00.000,2017-06-28 00:00:00.000,48,"Distributor","NZD","AXW291",11,5,10,2566.1,1052.1009999999999,25661,10521.009999999998,15139.990000000002
"SO - 000208",2017-06-18 00:00:00.000,2017-06-22 00:00:00.000,5,"Distributor","NZD","AXW291",55,5,6,207.70000000000002,135.00500000000002,1246.2,810.0300000000002,436.16999999999985
"SO - 0001767",2017-06-19 00:00:00.000,2017-07-06 00:00:00.000,23,"Distributor","NZD","AXW291",91,13,11,2385.2000000000003,1097.1920000000002,26237.200000000004,12069.112000000003,14168.088000000002
"SO - 0002785",2017-06-19 00:00:00.000,2017-07-07 00:00:00.000,37,"Distributor","NZD","AXW291",17,14,10,891.1,686.147,8911,6861.47,2049.5299999999997
"SO - 0005320",2017-06-21 00:00:00.000,2017-07-01 00:00:00.000,12,"Distributor","NZD","AXW291",17,4,5,3584.5,2509.1499999999996,17922.5,12545.749999999998,5376.7500000000018
"SO - 0001946",2017-06-22 00:00:00.000,2017-06-25 00:00:00.000,34,"Distributor","NZD","AXW291",86,5,7,797.30000000000007,518.24500000000012,5581.1,3627.7150000000011,1953.3849999999993
"SO - 0003655",2017-06-25 00:00:00.000,2017-06-28 00:00:00.000,27,"Distributor","NZD","AXW291",86,13,9,1969.8,1260.672,17728.2,11346.048,6382.152
"SO - 0001211",2017-06-26 00:00:00.000,2017-07-04 00:00:00.000,37,"Distributor","NZD","AXW291",2,5,7,1809,1121.58,12663,7851.0599999999995,4811.9400000000005
"SO - 0007489",2017-06-28 00:00:00.000,2017-07-05 00:00:00.000,19,"Distributor","NZD","AXW291",98,3,9,2398.6,1703.0059999999999,21587.399999999998,15327.053999999998,6260.346
"SO - 0001874",2017-06-29 00:00:00.000,2017-07-03 00:00:00.000,48,"Distributor","NZD","AXW291",15,14,9,1092.1000000000001,884.60100000000011,9828.9000000000015,7961.4090000000015,1867.491
"SO - 0005056",2017-07-03 00:00:00.000,2017-07-10 00:00:00.000,15,"Distributor","NZD","AXW291",33,5,6,3892.7000000000003,2802.744,23356.2,16816.464,6539.7360000000008
"SO - 0001230",2017-07-07 00:00:00.000,2017-07-16 00:00:00.000,42,"Distributor","NZD","AXW291",26,13,10,1072,460.96,10720,4609.5999999999995,6110.4000000000015
"SO - 000519",2017-07-10 00:00:00.000,2017-07-21 00:00:00.000,16,"Distributor","NZD","AXW291",77,9,10,1159.1000000000001,614.32300000000009,11591.000000000002,6143.2300000000014,5447.77
"SO - 0001229",2017-07-13 00:00:00.000,2017-07-21 00:00:00.000,25,"Distributor","NZD","AXW291",72,13,8,2365.1,1206.201,18920.8,9649.608,9271.192
"SO - 0003935",2017-07-13 00:00:00.000,2017-07-18 00:00:00.000,18,"Distributor","NZD","AXW291",67,14,5,2606.3,2137.166,13031.5,10685.830000000002,2345.6699999999983
"SO - 0006548",2017-07-24 00:00:00.000,2017-08-01 00:00:00.000,1,"Distributor","NZD","AXW291",62,10,8,180.9,148.338,1447.2,1186.704,260.49600000000009
"SO - 0007484",2017-07-31 00:00:00.000,2017-08-12 00:00:00.000,33,"Distributor","NZD","AXW291",67,9,7,1239.5,842.86,8676.5,5900.02,2776.4799999999996
"SO - 0001134",2017-08-04 00:00:00.000,2017-08-12 00:00:00.000,41,"Distributor","NZD","AXW291",63,6,5,3061.9,2449.52,15309.5,12247.6,3061.8999999999996
"SO - 0006369",2017-08-07 00:00:00.000,2017-08-16 00:00:00.000,1,"Distributor","NZD","AXW291",49,9,7,1058.6000000000001,561.05800000000011,7410.2000000000007,3927.4060000000009,3482.794
"SO - 0004284",2017-08-10 00:00:00.000,2017-08-22 00:00:00.000,32,"Distributor","NZD","AXW291",100,13,10,241.20000000000002,173.66400000000002,2412,1736.64,675.3599999999999
"SO - 0004518",2017-08-11 00:00:00.000,2017-08-20 00:00:00.000,17,"Distributor","NZD","AXW291",85,5,6,2793.9,1369.011,16763.4,8214.0659999999989,8549.3340000000026
"SO - 0002784",2017-08-16 00:00:00.000,2017-08-27 00:00:00.000,25,"Distributor","NZD","AXW291",85,5,5,2224.4,1668.3000000000002,11122,8341.5,2780.5
"SO - 0003165",2017-08-20 00:00:00.000,2017-08-23 00:00:00.000,2,"Distributor","NZD","AXW291",15,4,6,1051.9,420.76000000000005,6311.4000000000015,2524.5600000000004,3786.84
"SO - 0003582",2017-08-20 00:00:00.000,2017-09-03 00:00:00.000,24,"Distributor","NZD","AXW291",90,9,11,3939.6,2127.384,43335.6,23401.224000000002,19934.375999999997
"SO - 0004973",2017-08-21 00:00:00.000,2017-08-30 00:00:00.000,26,"Distributor","NZD","AXW291",39,5,6,2579.5,1031.8,15477,6190.7999999999993,9286.2
"SO - 000433",2017-08-23 00:00:00.000,2017-08-29 00:00:00.000,20,"Distributor","NZD","AXW291",52,9,8,1983.2,1090.7600000000002,15865.6,8726.0800000000017,7139.5199999999986
"SO - 0002212",2017-08-23 00:00:00.000,2017-09-01 00:00:00.000,6,"Distributor","NZD","AXW291",6,5,10,3865.9,1585.019,38659,15850.19,22808.809999999998
"SO - 0002296",2017-08-25 00:00:00.000,2017-09-02 00:00:00.000,18,"Distributor","NZD","AXW291",95,13,5,2934.6,2406.372,14673,12031.859999999999,2641.1400000000012
"SO - 0004022",2017-08-27 00:00:00.000,2017-09-03 00:00:00.000,32,"Distributor","NZD","AXW291",18,9,8,1876,1482.04,15008,11856.32,3151.6800000000003
"SO - 000583",2017-08-29 00:00:00.000,2017-09-04 00:00:00.000,46,"Distributor","NZD","AXW291",72,9,8,1118.9,839.17500000000007,8951.2,6713.4000000000015,2237.8
"SO - 0004881",2017-09-01 00:00:00.000,2017-09-12 00:00:00.000,33,"Distributor","NZD","AXW291",45,5,7,2680,1125.6,18760,7879.1999999999989,10880.800000000001
"SO - 0005853",2017-09-05 00:00:00.000,2017-09-13 00:00:00.000,9,"Distributor","NZD","AXW291",75,9,6,2244.5,1077.36,13467,6464.16,7002.84
"SO - 0007975",2017-09-07 00:00:00.000,2017-09-10 00:00:00.000,33,"Distributor","NZD","AXW291",7,5,10,2264.6,1471.99,22646,14719.9,7926.1
"SO - 0007008",2017-09-10 00:00:00.000,2017-09-17 00:00:00.000,16,"Distributor","NZD","AXW291",68,5,7,234.5,93.800000000000011,1641.5,656.60000000000014,984.89999999999986
"SO - 0005847",2017-09-11 00:00:00.000,2017-09-16 00:00:00.000,50,"Distributor","NZD","AXW291",62,4,10,3819,2482.35,38190,24823.5,13366.5
"SO - 0004399",2017-09-13 00:00:00.000,2017-09-27 00:00:00.000,34,"Distributor","NZD","AXW291",45,5,11,6097,4816.63,67067,52982.93,14084.07
"SO - 0006839",2017-09-13 00:00:00.000,2017-09-26 00:00:00.000,26,"Distributor","NZD","AXW291",52,13,9,1876,1575.84,16884,14182.56,2701.4400000000005
"SO - 0002002",2017-09-15 00:00:00.000,2017-09-25 00:00:00.000,24,"Distributor","NZD","AXW291",98,5,12,3182.5,2004.975,38190,24059.699999999997,14130.300000000003
"SO - 0007900",2017-09-15 00:00:00.000,2017-09-25 00:00:00.000,48,"Distributor","NZD","AXW291",86,5,12,2224.4,1557.08,26692.800000000003,18684.96,8007.8400000000038
"SO - 000687",2017-09-24 00:00:00.000,2017-10-09 00:00:00.000,26,"Distributor","NZD","AXW291",7,13,7,1139,649.2299999999999,7973,4544.61,3428.3900000000003
"SO - 0003630",2017-09-24 00:00:00.000,2017-10-07 00:00:00.000,43,"Distributor","NZD","AXW291",82,13,11,194.3,163.21200000000002,2137.3,1795.332,341.96800000000007
"SO - 0003725",2017-09-24 00:00:00.000,2017-10-08 00:00:00.000,1,"Distributor","NZD","AXW291",70,9,12,2613,1776.8400000000001,31356,21322.08,10033.919999999998
"SO - 0004869",2017-09-28 00:00:00.000,2017-10-05 00:00:00.000,4,"Distributor","NZD","AXW291",51,13,8,884.4,566.016,7075.2,4528.128,2547.072
"SO - 0008041",2017-10-01 00:00:00.000,2017-10-07 00:00:00.000,33,"Distributor","NZD","AXW291",62,9,8,3899.4,1754.73,31195.2,14037.84,17157.36
"SO - 0002126",2017-10-03 00:00:00.000,2017-10-08 00:00:00.000,46,"Distributor","NZD","AXW291",52,14,7,1038.5,633.485,7269.5,4434.395,2835.1049999999996
"SO - 0002832",2017-10-13 00:00:00.000,2017-10-17 00:00:00.000,11,"Distributor","NZD","AXW291",48,5,9,1762.1000000000001,1462.5430000000001,15858.900000000001,13162.887,2696.0130000000008
"SO - 0003191",2017-10-16 00:00:00.000,2017-10-19 00:00:00.000,43,"Distributor","NZD","AXW291",60,6,6,964.80000000000007,627.12000000000012,5788.8,3762.7200000000007,2026.0799999999995
"SO - 0007216",2017-10-18 00:00:00.000,2017-10-28 00:00:00.000,12,"Distributor","NZD","AXW291",63,9,11,1112.2,656.198,12234.2,7218.178,5016.0220000000008
"SO - 0001367",2017-10-20 00:00:00.000,2017-11-01 00:00:00.000,43,"Distributor","NZD","AXW291",90,12,6,2954.7000000000003,2511.4950000000003,17728.2,15068.970000000001,2659.2299999999996
"SO - 0001570",2017-10-26 00:00:00.000,2017-11-10 00:00:00.000,6,"Distributor","NZD","AXW291",24,10,8,3912.8,1956.4,31302.4,15651.2,15651.2
"SO - 000739",2017-10-27 00:00:00.000,2017-11-13 00:00:00.000,10,"Distributor","NZD","AXW291",45,6,12,3939.6,3269.868,47275.2,39238.416,8036.784
"SO - 0007778",2017-11-09 00:00:00.000,2017-11-23 00:00:00.000,2,"Distributor","NZD","AXW291",36,9,12,5266.2,2211.8039999999996,63194.399999999994,26541.647999999994,36652.752
"SO - 000318",2017-11-12 00:00:00.000,2017-11-16 00:00:00.000,22,"Distributor","NZD","AXW291",53,5,8,3852.5,2003.3000000000002,30820,16026.400000000001,14793.599999999999
"SO - 0001254",2017-11-17 00:00:00.000,2017-11-27 00:00:00.000,22,"Distributor","NZD","AXW291",86,9,12,1916.2,823.966,22994.4,9887.592,13106.808
"SO - 000749",2017-11-19 00:00:00.000,2017-11-27 00:00:00.000,3,"Distributor","NZD","AXW291",42,5,5,1125.6000000000001,529.032,5628.0000000000009,2645.1600000000003,2982.8400000000006
"SO - 000700",2017-11-28 00:00:00.000,2017-12-01 00:00:00.000,4,"Distributor","NZD","AXW291",10,5,10,944.7,462.903,9447,4629.0300000000007,4817.9699999999993
"SO - 0003876",2017-12-02 00:00:00.000,2017-12-18 00:00:00.000,36,"Distributor","NZD","AXW291",92,13,8,1159.1000000000001,544.777,9272.8000000000011,4358.216,4914.5840000000007
"SO - 000463",2017-12-03 00:00:00.000,2017-12-19 00:00:00.000,1,"Distributor","NZD","AXW291",61,13,10,1815.7,944.1640000000001,18157,9441.6400000000012,8715.3599999999988
"SO - 000899",2017-12-04 00:00:00.000,2017-12-22 00:00:00.000,26,"Distributor","NZD","AXW291",64,5,10,1031.8,474.628,10318,4746.28,5571.72
"SO - 0003196",2017-12-05 00:00:00.000,2017-12-10 00:00:00.000,36,"Distributor","NZD","AXW291",64,5,5,3959.7000000000003,2811.387,19798.5,14056.935000000001,5741.5649999999987
"SO - 0004638",2017-12-05 00:00:00.000,2017-12-09 00:00:00.000,45,"Distributor","NZD","AXW291",58,13,12,1132.3,792.6099999999999,13587.599999999999,9511.32,4076.2799999999988
"SO - 0001470",2017-12-07 00:00:00.000,2017-12-23 00:00:00.000,23,"Distributor","NZD","AXW291",39,10,9,958.1,785.64199999999994,8622.9,7070.7779999999993,1552.1220000000003
"SO - 0002357",2017-12-14 00:00:00.000,2018-01-01 00:00:00.000,3,"Distributor","NZD","AXW291",38,13,12,1011.7,748.658,12140.400000000001,8983.896,3156.5040000000008
"SO - 0005981",2017-12-15 00:00:00.000,2017-12-31 00:00:00.000,30,"Distributor","NZD","AXW291",30,4,10,2311.5,1086.405,23115,10864.05,12250.95
"SO - 000502",2017-12-17 00:00:00.000,2017-12-20 00:00:00.000,47,"Distributor","NZD","AXW291",23,4,5,2412,1109.52,12060,5547.6,6512.4
"SO - 0001467",2017-12-19 00:00:00.000,2017-12-22 00:00:00.000,5,"Distributor","NZD","AXW291",91,5,10,6358.3,2543.32,63583,25433.2,38149.8
"SO - 0001695",2017-12-21 00:00:00.000,2017-12-28 00:00:00.000,23,"Distributor","NZD","AXW291",84,13,6,1855.9,816.596,11135.400000000001,4899.576,6235.8240000000014
"SO - 0001901",2017-12-24 00:00:00.000,2018-01-05 00:00:00.000,16,"Distributor","NZD","AXW291",36,8,6,1179.2,754.688,7075.2000000000007,4528.128,2547.072000000001
"SO - 000796",2017-12-28 00:00:00.000,2018-01-14 00:00:00.000,27,"Distributor","NZD","AXW291",39,5,5,6338.2,3802.9199999999996,31691,19014.6,12676.400000000001
"SO - 0003595",2017-12-28 00:00:00.000,2018-01-08 00:00:00.000,49,"Distributor","NZD","AXW291",95,6,6,2586.2000000000003,2172.4080000000004,15517.2,13034.448000000002,2482.7519999999986
"SO - 0002665",2018-01-01 00:00:00.000,2018-01-15 00:00:00.000,39,"Distributor","NZD","AXW291",76,5,5,2954.7000000000003,1300.0680000000002,14773.500000000002,6500.3400000000011,8273.16
"SO - 0007936",2018-01-02 00:00:00.000,2018-01-13 00:00:00.000,2,"Distributor","NZD","AXW291",81,12,5,971.5,524.61,4857.5,2623.05,2234.45
"SO - 0007294",2018-01-04 00:00:00.000,2018-01-22 00:00:00.000,40,"Distributor","NZD","AXW291",21,5,12,174.20000000000002,94.068000000000012,2090.4,1128.8160000000003,961.58399999999983
"SO - 0002070",2018-01-05 00:00:00.000,2018-01-09 00:00:00.000,50,"Distributor","NZD","AXW291",73,9,9,207.70000000000002,159.92900000000003,1869.3000000000002,1439.3610000000003,429.93899999999985
"SO - 0006591",2018-01-08 00:00:00.000,2018-01-24 00:00:00.000,18,"Distributor","NZD","AXW291",91,5,12,2345,1031.8,28140,12381.599999999999,15758.400000000001
"SO - 0007094",2018-01-12 00:00:00.000,2018-01-16 00:00:00.000,8,"Distributor","NZD","AXW291",73,13,12,1159.1000000000001,707.051,13909.2,8484.612000000001,5424.588
"SO - 000234",2018-01-20 00:00:00.000,2018-02-04 00:00:00.000,8,"Distributor","NZD","AXW291",25,10,5,1018.4,631.408,5092,3157.04,1934.96
"SO - 0007602",2018-01-20 00:00:00.000,2018-02-01 00:00:00.000,38,"Distributor","NZD","AXW291",63,5,5,3631.4,2033.5840000000003,18157,10167.920000000002,7989.0799999999981
"SO - 0007665",2018-01-23 00:00:00.000,2018-01-26 00:00:00.000,19,"Distributor","NZD","AXW291",12,13,5,6365,5028.35,31825,25141.75,6683.25
"SO - 0001734",2018-02-02 00:00:00.000,2018-02-07 00:00:00.000,25,"Distributor","NZD","AXW291",50,12,10,207.70000000000002,168.23700000000002,2077,1682.3700000000003,394.62999999999965
"SO - 0002025",2018-02-04 00:00:00.000,2018-02-21 00:00:00.000,16,"Distributor","NZD","AXW291",97,12,6,1085.4,868.32000000000016,6512.4000000000015,5209.920000000001,1302.4799999999996
"SO - 0005227",2018-02-07 00:00:00.000,2018-02-16 00:00:00.000,33,"Distributor","NZD","AXW291",96,5,6,6056.8,4118.6240000000007,36340.8,24711.744000000006,11629.055999999997
"SO - 0003481",2018-02-13 00:00:00.000,2018-03-01 00:00:00.000,6,"Distributor","NZD","AXW291",2,5,9,1708.5,1435.1399999999999,15376.5,12916.259999999998,2460.2400000000016
"SO - 000152",2018-02-16 00:00:00.000,2018-02-27 00:00:00.000,25,"Distributor","NZD","AXW291",67,13,12,924.6,582.498,11095.2,6989.9760000000006,4105.224
"SO - 0003008",2018-02-16 00:00:00.000,2018-02-27 00:00:00.000,14,"Distributor","NZD","AXW291",85,5,8,857.6,403.072,6860.8,3224.576,3636.224
"SO - 000483",2018-03-04 00:00:00.000,2018-03-10 00:00:00.000,40,"Distributor","NZD","AXW291",98,5,12,864.30000000000007,700.08300000000008,10371.6,8400.996000000001,1970.6039999999994
"SO - 0002260",2018-03-06 00:00:00.000,2018-03-20 00:00:00.000,10,"Distributor","NZD","AXW291",3,13,5,2753.7000000000003,1459.4610000000002,13768.500000000002,7297.3050000000012,6471.1950000000006
"SO - 0002329",2018-03-22 00:00:00.000,2018-03-27 00:00:00.000,3,"Distributor","NZD","AXW291",64,6,7,5567.7,3284.9429999999998,38973.9,22994.601,15979.299000000003
"SO - 000679",2018-03-25 00:00:00.000,2018-04-02 00:00:00.000,6,"Distributor","NZD","AXW291",35,13,7,2512.5,2135.625,17587.5,14949.375,2638.125
"SO - 0001276",2018-03-28 00:00:00.000,2018-04-03 00:00:00.000,1,"Distributor","NZD","AXW291",89,10,5,1005,683.40000000000009,5025,3417.0000000000005,1607.9999999999995
"SO - 0005185",2018-03-28 00:00:00.000,2018-04-11 00:00:00.000,28,"Distributor","NZD","AXW291",15,5,5,2398.6,1703.0059999999999,11993,8515.0299999999988,3477.9700000000012
"SO - 0005960",2018-03-30 00:00:00.000,2018-04-15 00:00:00.000,12,"Distributor","NZD","AXW291",37,10,10,2539.3,1498.1870000000001,25393,14981.87,10411.13
"SO - 0006339",2018-04-03 00:00:00.000,2018-04-07 00:00:00.000,22,"Distributor","NZD","AXW291",56,13,10,2881,2362.42,28810,23624.2,5185.7999999999993
"SO - 0007037",2018-04-07 00:00:00.000,2018-04-10 00:00:00.000,41,"Distributor","NZD","AXW291",81,13,5,2492.4,1296.048,12462,6480.24,5981.76
"SO - 0006439",2018-04-08 00:00:00.000,2018-04-19 00:00:00.000,5,"Distributor","NZD","AXW291",31,5,10,864.30000000000007,432.15000000000003,8643,4321.5,4321.5
"SO - 0007112",2018-04-15 00:00:00.000,2018-04-20 00:00:00.000,10,"Distributor","NZD","AXW291",51,5,6,3169.1,2440.207,19014.6,14641.241999999998,4373.358
"SO - 0006907",2018-04-17 00:00:00.000,2018-04-21 00:00:00.000,9,"Distributor","NZD","AXW291",37,5,11,850.9,714.756,9359.9,7862.316,1497.5839999999998
"SO - 0001904",2018-04-20 00:00:00.000,2018-05-05 00:00:00.000,33,"Distributor","NZD","AXW291",96,9,8,3979.8,2905.254,31838.4,23242.032,8596.3680000000022
"SO - 0005041",2018-04-22 00:00:00.000,2018-04-26 00:00:00.000,39,"Distributor","NZD","AXW291",89,13,11,1045.2,543.504,11497.2,5978.544,5518.6560000000009
"SO - 0005162",2018-04-22 00:00:00.000,2018-05-03 00:00:00.000,12,"Distributor","NZD","AXW291",64,9,9,207.70000000000002,97.619,1869.3000000000002,878.571,990.72900000000016
"SO - 0004326",2018-04-25 00:00:00.000,2018-05-03 00:00:00.000,44,"Distributor","NZD","AXW291",40,5,7,5366.7,3488.355,37566.9,24418.485,13148.415
